Stars,Review
3,"Thanks to Groucho's spitfire wit, Chico's incessant scheming, and Harpo's innocent antics, ""A Day At The Races"" churns out constant smirks and chuckles from the other end of the silver screen."
3,"Gently amusing satire of capitalist corporations, probably before the term had even been invented. I'm not the biggest fan of Ealing, but it's light comedy with a brain."
3,"An interesting film. At the time this film was seen as very risky due to the fact it deals with homosexuality. The main plot involves lawyer Melville Farr (played by Dirk Bogarde). Although married Farr is secretly a homosexual. Farr becomes involved in a blackmail investigation after one of his fri...(read more)ends kills himself after being blackmailed due to them also being a homosexual. Farr then faces the decision of turning the blackmailers in (therefore ruining his career) or order them to keep quite, therefore becoming a blackmailer himself. At the time of release (1961) homosexuality was still illegal so obviously the film was considered quite ground-breaking. These days the film does seem a little dated, yet there is still a solid crime story in it."
3,"Not the weird for the sake of being weird movie that I expected but has many unconventional & absurd moments, Overall fun & funny"
3,"A film that quite possibly showcased Monroe playing herself, especially late in her career. Nell was unstable and not able to handle the pressures of the outside world (hence the metaphor of being a sort of live-in nanny, cut off from the rest of the world but protected as well). Monroe's's late-career personal troubles and demons were well documented and attested by her suicide. Even though this film was early on in her career it offers a chilling and eerie view of what's to come for the legendary actress. They say the best of the best actors and actresses draw upon their very souls to come up with their startling performances. I think Monroe was pulling from her very core in this film. Worth a viewing and analysis."
3,Makes no damn sense at all. Pretty colors though. This was like a Daniel Clowes yakuza comic with more than a few pages missing.
3,"This one lacked the freshness of its predecessor, but it is in all other ways competant. Everyone who made the original great are back, but I think this one suffers a little in its attempt to up the ante. Otherwise this one is really beautiful and entertaining."
3,See this if only for the dance scene where Gene Kelly is a 'biker'. He is absolutely superb.
3,"How does an audience feel watching two depressed characters fail to cheer each other up during a depressing time period in Italy? Well, I don't know about you, but I was both depressed and bored. I'm a big fan of both Loren and Mastroianni, but I love to see them do stuff, have fun, overcome obstacles... and none of that happened here. This is a slice of life story, and it seems more suited for the stage than for film. It isn't even interesting visually. In fact, the set, costumes, and general mis-en-scene, are also really boring. I'm not going to say that it's a terrible film, though. In the character's interactions and dialogue, there was a bit of tension and a promise of furthering the story. Unfortunate that nothing comes of it, but I liked thinking that something would happen. Plus, it's hard to make this setting fun. So, I'm going to say this movie is just so-so."
3,"The acting is certainly here, both leads give a great performance, Marcello in particular is his usual powerhouse self and kind of carries the film. Other then that it's a bit to melodramatic, and, well, pointless? It doesn't really offer any social or intellectual themes and it doesn't come around to any satisfying conclusion about anything. Entertaining while it lasts though."
3,"Mid English period Hitchcock isn't among the master's best but a good tight thriller with many of his later touches evident. He's fortunate here to have two strong leads in Oscar Homolka and especially Sylvia Sidney with her wonderfully expressive eyes. If you've only seen her in her later work say Beetlejuice or An Early Frost, her youth and beauty will come as a surprise."
3,"WELL PRODUCED WITH SOME OUTSTANDING AFRICAN SCENERY. MELODRAMATIC THOUGH, GOOD CAST WITH A FINE GREGORY PECK PERFORMANCE. SO SO WRITING. NOT BAD."
3,"In short, I preferred Rio Bravo. El Dorado is perhaps grittier, or at least more violent, but lacks the atmosphere that Hawks was able to cultivate with the original. James Caan is a better sidekick and a much more interesting character than Bravo's Colorado. Mitchum's performance just doesn't do it for me though. Of course Wayne is good but I didn't feel as drawn to Cole Thorton as I did John T. Chance."
3,"It's kind of hard to care about Antoine when he is so stupid, i guess that's part of the point, kids are stupid, but it doesn't help that every single adult is portrayed as some kind of ogre, or simplistic doofus. I also guess that i'm not suppose to sympathize with Antoine, but then, what's the point?"
3,"William Powell stars as Godfrey, a ""forgotten man"" dragged off to a scavenger hunt party by a pair of spoiled rich girls (I guess Paris Hilton is more of a cliche than I thought). While one sister is cold, the other is caring (if somewhat flakey) and decides to hire Godfrey as the family butler. After Godfrey surprises everyone by showing up to work looking like a professional butler, it's revealed there's more to him than meets the eye. And of course, the air-headed girl falls in love with him. The depiction of wealth is pretty typical for the 1930s time period, one reviewer described these people as the ""idle rich"", but it all gets a little bit one dimensional. The romance seems trumped up, even by screwball farce standards (actually, William Powell and Carole Lombard were divorced three years when they made this film, and it's hard to be romantic towards your ex, even if it is just acting), and the ending of the film, from the homeless solution to the romantic conclusion, seems tacked on. However, some of the set pieces and gags do work, and it's difficult to knock William Powell as just about everything he does has a certain charm."
3,"There are a few interesting ideas sprinkled throughout The Vanishing; it is a soundly-crafted and even film. Thus, the problem with it isn't a weak link, but merely a lack of power. The movie doesn't have enough for you to get behind, with its threadbare plot and simple characters.Â The ending, which is what launched The Vanishing into such prestigious quarters twenty years ago, is still a neat way to bring the movie to a close - but it doesn't salvage the affair completely. The movie simply doesn't accomplish enough to weather the test of time. It is competent, but not outstanding."
3,"Even if the plot drags in the first two acts, eliminating the tension and making the mystery feel bland and not engaging, this is an interesting effort that finds a curious balance between humor and horror, with a smart meta-twist in the third act that justifies all that came before."
3,Uninspired documentary about the elusive John Fahey. It does not get under the surface but features some great anecdotes.
3,"Although it doesn't carry the same weight as Doomsday, Unbound returns some fear to Brainiac, adding some brawn to the brains. Kal-El's life lessons never seem to cease throwing themselves at him on Earth, despite having established it as his home. Kara's character development is also admirable, what with her age and correlating fear established firmly. With moderate tweaking in story, this could have made the big screen."
3,"Ingmar Bergmans early but still mature film focuses on young love, and heartbreak, that's still relevant today. Lars Ekborg was extremely impressive for a young actor. Many (not including myself) find it hard to feel acting of foreign cinema, if this performance doesn't convince you it can be great, than you're trying not to like it. There were bland sequences here, and it didn't have a full Bergman spunk. That being said its still a hefty romance that can be enjoyed sixty years later."
3,"Engrossing but dispiriting look at a late-night radio hero to the counterculture of the late '60s and beyond. Without intending to, this love letter to Bob Fass becomes just as much about the capacity for noxious self-mythologizing and that the accumulation of years doesn't equate to wisdom or perspective."
3,"Not as good as Under the Red Hood for my money, but a step up from Year One. The plot takes awhile to get going and the lack of a proper back story robs it of some much needed motivation towards the beginning because how things got to this point would be interesting to know without having to re-read the whole Batman mythology. It's not like we need a huge background check, just a little reminder like they did in Under the Red Hood. The plot is not one of the strong points, especially since this ends on a cliffhanger and has that incomplete feeling Part 1's tend to have. The mutants are not particularly the best of villains for Batman even though their leader is certainly his equal in terms of muscle power. It does have some decent animation and brutal action sequences that are bloody and intense. Not for little kids in other words. The news segments carried over from the graphic novel simply do not work and feel tacked on. The vocal performances are alright, but not as good as past entries. There's potential here for an even better Part 2 and I certainly hope that is the case. Part 1 is watchable and with a promise of bigger things to come, I am certainly looking forward to Part 2."
3,"Dead Sushi contains everything that is vintage Noboru Iguchi, except the sushi isn't dead. It's alive.Yes, there is a story and it is as ridiculous as its title, but it does tie all the nonsense together. The 90 minutes do actually flow from beginning to end; it's just laced with everything a family film needs, which is extreme violence, gore, nudity, and grotesque situations.The CG is of low budget and the violence is incredibly over the top, but that is what makes Dead Sushi as amusing and humorous as it is.Rina Takeda is a joy. Her personality on screen, blended with her martial arts background, make her a solid lead for this picture. Not to take anything away from Asami, because she ends up with memorable scene after memorable scene. The Robot sums them up quite nicely.Dead Sushi definitely isn't for everyone, but for it's target audience it is an entertaining sit through."
3,"Well made, but no surprises for anyone who read the original story, and probably not many surprises for those who haven't. A certain obviousness kept this from really soaring for me."
3,"Enjoyable western, Paul Newman plays a white man raised by Injuns, and kicks some ass. Martin Balsam plays a very convincing Mexican, but the standout performance is Richard Boone, who plays a complete asshole cowboy to end all complete asshole cowboys."
3,Sad and creepy but still very watchable thanks to the usual excellent direction of William Wyler and the accomplished playing of Samantha Eggar and especially Terence Stamp whose icy demeanor as well as his ice blue eyes have rarely matched his character so well. The ending is chilling.
3,"As cutesy as the chemistry between Fonda and Stanwyck is, Preston Sturges' ""The Lady Eve"" almost buckles underneath the weight of its own lack of genuine belly-laugh-inducing comedy."
3,"Another in a string of Bette Davis' comeback movies of the sixties, ""Dead Ringer"" feels and looks recycled, but has all the mystery and charm of a Davis' film. What feels recycled ultimately boils down to the fact that many of the pieces of the plot are the same as other, better films. Davis had played identical twins earlier in the 1946 film ""A Stolen Life"" and Olivia de Havilland had basically played the same kind of role in a very similar film entitled ""The Dark Mirror"" from that same year. Murderous twins have always been an interesting thriller concept and noir staple, because of the extremes that siblings can present when they are given the chance to kill. Davis was reemerging in the public sphere after her Oscar nominated turn in ""What Ever Happened to Baby Jane?"". This film and another film of that decade put Davis back into the limelight and with good reason. She was the queen of the film noir as well as acted in dramatic turns in the thirties and forties. This film exploits her popularity to the fullest, as well as her newfound fame, and without her this film would not have had the same impact, and wouldn't have been enjoyable. Another great performance in this film comes from legendary actor Karl Malden. It's his curiosity into the death of his girlfriend and compassion towards her twin sister that really makes a statement about how a person changes when they murder someone, no matter how sweet or innocent they were beforehand. It seems obvious why Edie kills Margaret: because she is in debt, her sister has everything because she married her former beau, and Edie has had a hard, miserable life. Her impersonation of her sister isn't always spot on, and the ensuing story about her living day to day, trying to keep up the mirage she's concocted, doesn't do much except tell us about the social life of Margaret. The film doesn't say much about Edie as a character, or how she feels while deceiving everyone, including her boyfriend, which is especially damning. She is immediately demonized after killing her sister, and is oftentimes shown to be unreliable, calculating, and very bitter. This film only emphasizes Davis, and most of the film is exposition that includes her own musings. The peripheral characters are mostly slags and socialites, and except for Karl Malden, none of them give any insight into the character of Margaret, who remains a mystery except for what little insight Tony gives us, which is only that he exists. Only the ending tells us anything about either twin, gives us any moral, or any damning existential question."
3,"For a movie called The Mummy, the movie is certainly about The Mummy... maybe too much so. I see this as just another excuse to get Peter Cushing and Christopher Lee in the same movie together, somehow. The film is so repetitive and explains the same things over and over again, even going so far as to having a lengthy backstory scene, that it's at a constant state of halt. It doesn't move like a natural narrative should, with fresh information and character development at all times. Maybe I'm just asking too much though. After all, this is a Hammer Horror production, and is a bit of a remake of the Universal original, but I think just a little bit more attention could have been paid in the details to make it better. The make-up work is good, and it's shot well, but its slow pace, or lack thereof, make it a difficult movie to sit through. Not that it doesn't have its charms, but it's definitely not perfect."
3,Wasn't so much into this movie but I did like it.
3,"I think Buster Keaton is one of the more inconsistent actors from the silent film era. I really didn't like The general but I adored Sherlock Jr. This one I would say is ok. Buster and the woman who rejected to marry him accidentally both end up on a ship at sea alone. In this journey they encounter a storm, cannibals, and a scary painting of sailer. Now there were some nice laughs in here but at the same time for a film only an hour long I shouldn't have been bored as much as I did."
3,"While I found it an interesting watch I don't see in it everything that others apparently do - sure it was good, but is it really worth raving about? When it came out maybe, but now? I did like Marilyn Monroe's small role though, and personally found no fault with any of the technical elements. I possibly would watch it again if it was on at a reasonable time, but wouldn't necessarily make an effort to re-watch it."
3,"Francois Ozon's 'See The Sea' may only be 52 minutes long, but my does it hit you!Â The conclusion may be predictable, but it's no less shocking. From the moment the backpacker turns up it's obvious she's not quite right, though Sasha, through her loneliness is oblivious to it. Whilst Sasha may be lonely I find it hard to believe that any mother would not only leave their baby with a stranger, but also leave them alone on a beach whilst they go off looking for casual sex.Â Overall a very disturbing film but no doubt effective, fans of Ozon should defiantly try and see it."
3,"This movie was okay, it was really long and predictable. The role that Lizabeth Scott played just really annoyed me. I'm not sure if it was her acting or just her, but I know the movie probably whould have been ten times better without her character."
3,"The presumed death of a woman spurs a detective's investigation of her life and his slowly burning affection for the victim. A classic noir story shot in the brilliant shadows of forties noir cinematography with all the snappy dialogue that we come to expect of the genre, Laura is fun to watch. The actors' rapid fire delivery presents quick wits, and I always like how fast these films move. The story is as circuitous as The Third Man, but Laura is clearly not as strong because the relationship between McPherson and Laura is not as well developed as The Third Man and a greater mystique is built around Orson Welles's character; regardless, to be mentioned in the same breath as The Third Man is an achievement. Overall, if you like noir films, then this one delivers."
3,Tale of two men in seething 16th-century Japan has a color and panorama which makes this absorbing film fare.
3,"Rather disturbing movie. Perspective is seemingly biased. News accounts of actual crime told a different tale, so I am not sure that I am buying the ole ""he made me do it"" perspective. She is just as much of a nutcase as he is, I think."
3,An ok action/drama film as a young reporter discovers a possible cover-up by a group of police officers. Which puts his own life in danger. There are better examples of this type of film around though.
3,"I was very young when I saw this movie and it might be the reason why I seem to enjoy it even today more than others. There are funny parts and Bobcat is extremely enjoyable here. I have owned this on VHS for years now, however it has never been released on DVD or Blu-Ray...it's as if no one wants to acknowledge this movie ever existed."
3,"This flick is hilarious and doesn't know it. Much as I love David Boreanaz in full goth garb, this movie makes NO DAMN SENSE. And I just don't like Edward Furlong."
3,"Not a bad sequel to the original film, this time a crew of people go back to try and get the contents of the vault. Good cast and story line."
3,"This sequel came out 7 years after the original, and had this been a commercial success then a third was planned with the survivors ending up on their way to a hearing, but get trapped in a train tunnel on the way, but it was never done, but later adapted for a Sylvester Stallone film, This movie is very different to the novel but The boat manages to stay afloat despite a huge hole in both ends, despite this a tugboat find the ship and set out to claim salvage rights, [what no Army or Navy? To check for further survivors? Also a group of bad guys who want to get the plutonium! Off the ship, whilst pretending to be Greek Orthodox medics. Although there was no mention of plutonium in the first film, and just why would a Passenger ship be carrying it, I have no idea! Also other people still alive try to fight their way to to surface. I always hated Veronica Hamel being stabbed, but there is a lot going on in the film, it has aged well, and is far from bad, The cast is great with some really big names. But it is a ridiculous story,but if you can put that all aside , it's enjoyable afternoon viewing."
3,Wishmaster 2 is alot better then the first one. If u like low budget cornball scarey movies this one will do nicely.
3,"Certainly has cheesy, poorly-funded production characteristics, but is actually quite a good little thriller. Little lower-budget Terminator-envy shoot 'em up action sequences'll never hurt anybody...and it's a lot more enjoyable than many by-the-numbers ""good"" movies. Recommended, courtesy of yours truly."
3,It was good enough for me to want to see how it ended.
3,"Playback is a B-Horror film that in a sense is nothing more than a new take on the Amityville Horror. Instead of a demon possessing a house, the demon in this film, keeps his spirit alive on videotape, and when someone sees the tape, they become the next possessed killer. The story was entertaining but wasn't really anything new or extraordinary and the same can be said about the cast. The cast, led by The Covenant's Toby Hemingway, wasn't one of the most talented casts I've ever seen, but they may have been the best looking. There are some really good looking people in this film, and believe it or not, it helps to keep your attention. The film is a little dull and predictable at times, but there is always something nice to look at. This movie isn't original and won't shock or surprise you, but it may just entertain you for a couple hours and it will most certainly have your eyes glued to the screen."
3,"Was expecting a lot more humor. I disagree with a lot of peoples reviews on this one. The sex scenes or half the movie, was a lil much. Not all of it was tasteless though. When awkward, I felt that it was fairly authentic and real. You sympathize with Romain as soon as you hear his virgin woes. This is teenage life, especially if you're male. All in all I liked this film. I'm also very sexual and open minded when it comes to talking about awkward subjects. If you are not comfy with sex talk don't see this film. Especially if you're not comfortable with your own sexuality. Keep this one away from the elderly. Although there is a good lesson to be learned from the older grandpa in this film. I found it enlightening at times. You just have to endure the risky business so to speak...."
4,"Josh Mond's debut film is a probing character study, and an intimate portrayal of a mother-son relationship. Shooting his film almost exclusively in close-up shots, the film really allows viewers to understand the actions of the characters. While dealing with themes such as death and negligence, the film has plenty of humor in it too, and is carried by at least two great performances (Christopher Abbott and Cynthia Nixon). My only major fault with the movie is its conclusion, which feels a bit underdeveloped, asides with dealing with the base elements of what was necessary. Josh Mond will certainly be a talent to look out for."
4,"Brie Larson and Jacob Tremblay offer two astonishing performances in what is one of the best and most intelligent representations of Plato's cave that I remember seeing (and I love the scope of its philosophical ambitions), told from the point of view of a child who has never seen the world beyond a room."
4,"The best sequel and best boxing film since Rocky. Stallone is superb and now I know why he was applauded and Michael B. Jordan is amazing as man trying to respect his legacy but find his own path to victory. Also good is Thomson as Jordan's singer love interest. Great directing, writing and cinematography. Was cheering in my seat and left the theatre feeling satisfied."
4,"The critics are nuts! This was a movie filled with great special effects, good actors, lots of thrilling action scenes, and just great entertainment."
4,"This movie infused comedy with drama and didn't overdue on either. I do not usually go for the dramatic, but am a big Tina Fey fan and she definitely delivered.Â It got me to care about what happened to the characters, and even made my eyes tear up a bit.Â The music fit the movie well and kept my restless feet tapping. The scenery was authentic and breathless at times, even amid the chaos of a war torn country."
4,"Darn near perfect for the first hour. Unfortunately, it falls off a bit later on as the plot gets thinner (though like any decent movie, it has a good ending). It definitely earns its PG rating and has a lot of clever subtleties in dialogue. It's more oriented toward adults than might be assumed by its bonanza status. Smart ten year olds should adore it. The race thing is not as dominant as the critics make it seem, at least for the entire runtime. It's prominent, then disappears, then after the big twist becomes very prominent again, bordering on preachy. Anyway, it's good. The lead is really relatable. The world is really interesting. Go see it."
4,"This was hilarious. No, no one expected it to be ""smart"" humor. It's a SBC movie, for Pete's sake! Remember Borat and the Dictator? This one is a great send-up of the recent spy action movies full of impossible action. And that is its target. Live with it, and laugh it off! Mark Strong is his usual serious self and that comes across quite funny in this movie, surprisingly!"
4,I knew what i was in for... an action terrorist movie. IDK why people are saying its the same plot...DUH its the next in a series. I went in knowing what to expect and I think it was a good movie. Action oriented and nice to see a lot of the same people returned. Before you give a bad make sure you are going into a movie knowing or even thinking people!
4,"While I found Deadpool in the comics to be rather annoying and unlikable, his film adaptation does everything right and turns him into a human being. It says a lot that some of the best scenes, besides the great jokes, are about his cancer and relationship. Overall you can tell that this is a film by fans for fans and no soulless mass product. The action is really well directed. It is over the top and brutal but not as gory as feared. The connections to the X-Men-verse work wonderfully, too and make for some of the best gags. Certainly no masterpiece like some films of Marvel Cinematic Universe, but a massively entertaining and fun experience. Deadpool will return and that's good news."
4,"The ending is slightly disappointing, but that's only because everything that proceeds it is such a simple, tense, and unnerving thriller packaged with interesting themes (namely that men who infantilize women, even if it's not in a sexual way, are still dangerous misogynists) and excellent performances."
4,"A really intriguing story Ben Foster gives a stellar performance, a nice watch led by some good actors/actresses."
4,"One of the sexiest movies I ever seen. Finally a movie that takes every chance in the book portraying sex in film without the fear of a NC17/X rating or victimizing sex with addiction, consequences in a exaggerated way, or shaming. The actors are all great here giving it their all in both the talking and sex scenes with fearless and honest performances. The cinematography is absolutely stunning with great lighting choices and unique camera moves. The editing bothered me a little with the countless blank transition cuts but it wasn't the worst thing ever. Gasper Noe really has a interesting mind and I'm interested to seeing some of his other highly regarded movies. The score is electric and fun, the weakest part of the movie is probably the script and it felt like a 5 hour long movie but I enjoyed every minute of it. Take this movie as it wants you to take it as don't expect high art"
4,"The casual nature of this film mixes romantic and comedy genres well. The chemistry between Lake Bell and Simon Pegg is spot on and they make an impressive pair. The premise is fun and indicative of the audience this film is trying to attract. The fact that the film makes these people complicated, obtuse, and difficult only adds to their realism as people with baggage and experience. Lake Bell does some great accent work, remains a relatable mess in the best of ways and plays off Pegg well. Both feel like lovable jerks and entertain throughout. Highly recommend for fans of both."
4,"The victims provide the narrative arc in this film, a contrast with the Act of Killing's focus on perpetrators. Notable in this film is the artistic videography. the images are powerful and masterful. the symbolism of butterflies in cocoon for the unreleased memory of the perished is gently handled. And the way the old man's experience paralleled the narrative Adi's interviews was telling was the work of a master storyteller. a sometimes silent meditation of violators refusing to see the moral dimensions of their murdering - and an optometrist seeking their confession."
4,"This film is particularly surprising. It's very interested in many of the facts of the real life obedience experiment. In fact, one could even argue that it seems to be very dry and non- climactic. The docudrama, of course, is restrained and doesn't overdo anything with large dramatizations of events and beats. I can also very much see many people getting bored with it however. Saarsgard is really great, totally inhabiting and creating that version of Milgram. Glad to see Winona Ryder on the screen again. Overall, it is very subdued, but it is a great introduction to the experiment that really shows as much as we can learn about what motivates people to commit such crimes."
4,Richard Gere gives a brilliant performance along with Oren Moverman's masterful incorporation of disjointed chatter and haunting sounds that brings the jarring reality of homelessness alive in the richest country in the world.
4,"The highlight with this film for me were the two lead actors. Both Luke Gss and Dolph Lundgren were superb. Unfortunately they were et down by some of the supporting cast who were almost unbearable. It was great to see a WW2 film released again and the props were awesome but the story line was very clichÃ©d and predictable. I thought this was Dolph Lundgren at his best so I do hope this foreshadows a comeback and as for Luke Goss, I think he is one of the most exciting newcomers to films in recent years. Really looking forward to seeing what he does next."
4,"I have read the book that is based on, and i am glad it carries as many details as the book. The movie has a good voice acting (little bit akward at times) but gives life to its characters, way better than the human animation does, which for 2015, i think is outdated. Damn good movie, full with details and its nice to watch. Its shows people care for this movie."
4,"What my friend described as 'Trippy'. The movie is hilarious and feels wrong at so many levels. An excellent movie for such a low budget. I don't know if the director-actor Pat Mills is gay or not, but if he isn't, then he wonderfully depicted one."
4,"I'm not that used to writing reviews, but ""Manhattan Romance"" was too good not to. The film takes the classic love story between best friends and shakes it up a bit. The girl best friend is not about dating the guy best friend because of one little hitch, she's a lesbian. I love the plot twist that this film offers; it kept me guessing the entire time. I enjoyed the movie so much; I already planned a night watching ""Manhattan Romance"" with my friends."
4,"A refreshing proof that you can make a funny and insightful film with a simple plot, naturalistic performances and an iPhone 5s - which adds to it and makes it look even more authentic, like a realistic fairy tale in the streets of L.A. (the character's name is even Sin-Dee Rella)."
4,"An engaging look into the life of a young man whose considerable impact on helping to raise consciousness about the brutality of hate crimes has led to significant changes in the law and public perceptions. The film puts a human face on the life of someone who deserves to be remembered for more than just being a martyr for change. The film also elevates the circumstances surrounding his passing to bigger picture status, with some surprising insights about all concerned with this human drama."
4,An exciting analysis of the beginning of a major change in political journalism to become a theater stage for egos as seen in this pivotal debate between two arrogant men who we can't deny were brilliant orators - even though I despise Buckley's political views and Vidal's aggressive ad hominem attacks.
4,"It's a little bit of generic and old fashion, but I love it. This type of film reminds me of ""Before"" series. It's cute and easy to watch. Generic lines are used, but delivered in great and charming way. I don't know, but I am hooked with this kind of movies. If you're into conversational movies, with mature-corny-fun-dialogues, I think you'll like this movie. If you're experiencing or experienced something about love, or maybe a problem or struggles in a relationship, you can easily jive with this movie. But if you're someone who just likes to watch a good movie, I think you'll enjoy this one too. Don't mind the ratings; watch it if you like because for me it's worth my time."
4,A nice documentary and great directorial debut from Ethan Hawke who I hopes continues as a director with showing great promise with this movie. It does feel more like a piano lesson after a while but the constant underscore of Seymour's piano skills and his insightful teachings make it feel less of a school lesson to an interment experience. I would have liked to see more archive on Seymour's rise but what you get is perfectly fine on its own merits
4,"It's a fun documentary exploring an idea more than a subject. The interviews are strong with Margret Cho, Tim Gunn, Dan Savage, and George Takei but the moments of David Thorpe embarking his own experiment to change his voice kind of slow the movie down. Other than that, it is filled with interesting history, interviews, and ideas."
4,"Anarchist cinematographic poetry. Luminous and inspiring, this wondrous story becomes pure magic with each new scene."
4,LOVED this documentary.... very interesting and compelling. Thought the brothers have oodles of talent (seriously their batman costume made of cereal boxes is better than half the costumes I see in stores to buy). Would be neat to see how they are living like 5 years later and how this documentary has changed their lives... worth watching fo'sho
4,An anguishing and extremely unsettling story that becomes more and more like a horror movie (with some nice use of ultra wide-angle lenses) as we witness a desperate man trying to prevent a newborn child from getting hurt by a foolish woman who is completely out of her mind.
4,Fantastic acting and photography -- and a subject that is worth exploring.
4,"Xenia is a predictable drama of brothers searching for their father. Yet, the characters are charismatic and their plight is absorbing enough to warrant its long running time. Likewise, it is an enlightening journey to contemporary Greece distressed with economic and social issues."
4,Great Movie but there was a few problems with the movie like how it felt very rushed at times. Great soundtrack and moments that you will not see coming makes this a film worth seeing.
4,"A really intriguing story Ben Foster gives a stellar performance, a nice watch led by some good actors/actresses."
4,"What makes this handsome, sensitive drama so likable is not only Saoirse Ronan's remarkable central performance (and her undeniable chemistry with Emory Cohen), but also how well it understands the pain of homesickness and our longing to figure out where home is."
4,"Adam McKay does a great job taking a convoluted subject and turning it into a very comprehensible film. All actors do a great job, especially Bale, Carell and Gosling, and the directing is unique with it's cutaways. This film is both funny and fascinating, and while I realize a lot of it is compressed, dramatized, the fact that this is all true (by Hollywood standards, but still this happened to some degree) is stunning."
4,"The fact that this absorbing romance exists (and deserves) to be told is a tragic indication of this outrageous intolerance that has not been left in the past but sadly persists even today, and it is a beautifully-directed film that has two wonderful central performances and a gorgeous score."
4,"At the great divide, comprised of the pro- and anti-Steve forces, Gibney tilts decidedly towards the anti, emphasizing his megelomaniacal personality and anti-social behavior in both personal and professional terms. The strength of the piece is the use of a vast storehouse of film and tape of the subject himself, a public figure for decades, as well as interviews with many of those closest to him, especially the naysayers. I found this a much more satisfying cinematic experience than Aaron Sorkin's fabulation, much less the dreary biopic featuring a talent-starved Ashton Kutcher."
4,"A darkish yet less dark take on the familiar tale, which HP played surprisingly well as the nameless ""Igor"". But for me it was the mad McAvoy who stole the show with his crazed obsession & expressions."
4,"I like exterme sports, so those scenes are AMAZING, more so then the original."
4,"I would consider this the most underrated film of 2015. The story, script and production are all great and the whale looked amazing. The downside was the acting. The movie takes place in America, but the filmmakers felt the need to cast British, Australian, and Irish actors such as Tom Holland, Cillian Murphy, and the star, Chris Hemsworth. Holland was pretty good, which makes me anticipate him being Spider-man. But Hemsworth? His accent was so bad that it took me 30 minutes to realize it was American. Overall, other than the acting, pretty solid film.I would consider this the most underrated film of 2015. The story, script and production are all great and the whale looked amazing. The downside was the acting. The movie takes place in America, but the filmmakers felt the need to cast British, Australian, and Irish actors such as Tom Holland, Cillian Murphy, and the star, Chris Hemsworth. Holland was pretty good, which makes me anticipate him being Spider-man. But Hemsworth? His accent was so bad that it took me 30 minutes to realize it was American. Overall, other than the acting, pretty solid film."
4,"Made in 34 fabulous long takes, this unique and relentlessly brutal film is a revolutionary illustration of the ""show, don't tell"" cinematic rule, more so as it refuses to offer any translation of the language that we see on screen and yet remains always comprehensible to us viewers."
4,"If you're a fan of the original SLC Punk you will enjoy seeing the evolution of some of your favorite characters. If you are a newcomer to the franchise, this sequel provides a captivating standalone story that is in no way diminished by not seeing the first film. It has a wonderful sound track, and amazing performances from both the original cast and newcomers. Hannah Marks is the standout performance in this film. Her portrayal of the young punk Penny was one of the highlights of my viewing experience. This coming-of-age story, set 18 years after the original - which puts it around 2003, is a wonderful Time. I'm sure You will enjoy joining these characters for the young punk odyssey."
4,A perfect space film for kids off the back of gravity and the martian
4,"I really enjoyed watching Ratter. You really get the full experience of how the hacker stalks and invades Emma's (Ashley Benson) personal space because throughout the movies there are many different view points. For example, you'll have a view point from her phone, computer, TV, pretty much any electronic device that can be hacked is a view point. It's addictively creepy! I wish they made a second movie."
4,"What could be better than seeing Tom Hardy rank up against no one other than himself. 'Legend' just happens to be the answer to that, from screenwriter turned director Brian Helgeland it's a quip, fast paced, highly stylized and exciting British gangster flick based on the true life story of Reggie and Ronnie Kray, from 1960's London. Added to that with such a talented cast of admirable actors, including Australia's own Emily Browning as Reggie's love interest and provides a perfect intersecting narration viewpoint that doesn't even tend to comply to either side of the brothers devious deeds. 'Legend' is much like a Guy Richie or Matthew Vaughn flick, It's definitely worth a look, with such a well written and highly stylized narrative with great sets, costumes and performances even if from just Tom hardy alone as the two twin gangsters, that matches up to the film's title perfectly."
4,"It was good, not great. Tom Hooper's direction wasn't as obnoxious and on the nose as les mis and kings speech, but he just can't control himself. The movie besides him is lovely and a great love story of a different sort. Alicia Vikander is a star and is so wonderful in the movie. She's had an amazing year and i can't wait to keep watching her in movies. Eddie Redmayne gives another great performance and his very subtle mannerisms and never plays Lili to broad. The last 15 minutes of the movie fall into typical maudlin movie fare, however its still lovely and worth a watch for these 2 give amazing performances."
4,"If you are staying at a motel and see the owner's 9 year old son running around late at night in a pair of tighty whiteys with a can of gasoline, pack up the bags and get outta there. Jared Breeze, playing a budding serial killer, carries the movie on his back. And he is up against an all start cast and in a ""best of 2015"" movie. Plus one of the producers is a guaranteed hard hitter."
4,"Filmed in Columbia, near Medellin (once the drug and murder capital of Sud America), this is truly an international film. It is a bit on the long side--almost two hours--and I swear nothing happens in the first 30 minutes, but then it is the pedal to the metal, as young Ted kicks a chicken to death and escalates from there. A great motion picture."
4,"What a beautiful film about friendship and connection! and the acting was so great! I loved this film a lot! even thought it's hard to watch, specially when you know someone with cancer"
4,Panahi dodges his 20-year ban in secrecy with this revealing and highly provocative piece of cinema veritÃ© that says a lot about Iranian society in general and even finds the most perfect moment to comment on the absurd censorship rules imposed on artistic freedom in Iran.
4,"Kind of uneven, but with heart. Knowing it is based on a true story grips you and serves as a moral mist to your soul."
4,A must see for any thrill-seekers looking for crazy footage compiled into a well delivered documentary about one of the greats.
